SYMBOL,SERIES,LAST,TOTTRDVAL
KIRIINDUS,EQ,300.2,37387150.55
SPCENET,EQ,18.1,37201186.75
TTKHLTCARE,EQ,1294,37034050.25
SUBEXLTD,EQ,32.35,36875867.8
GUFICBIO,EQ,201.75,36868284.5
VIJAYA,EQ,387.5,36622674.55
APOLLO,EQ,322,36562120.2
RHFL,EQ,3.6,36466431
ARMANFIN,EQ,1480,36431621.05
IFCI,EQ,10.35,36357169.05
JCHAC,EQ,1098,36283674.6
CAPLIPOINT,EQ,629.5,35982399.15
LIKHITHA,EQ,257.2,35895918.7
GRAVITA,EQ,504.65,35704160.05
MEDICO,EQ,87.5,35368475.7
KCP,EQ,111.75,35361020.65
INDIGOPNTS,EQ,1082.5,35206366.05
SYMPHONY,EQ,998.9,35082331.75
SBCL,EQ,490.25,35079054.6
SURYODAY,EQ,100.2,35010127.4
MOL,EQ,91.55,35004166.9
DISHTV,EQ,13.45,34866352.45
CIGNITITEC,EQ,825.7,34830921.6
EMBASSY,RR,314.3,34830294.9
FOCUS,EQ,603.9,34806158.75
PAISALO,EQ,58.05,34791488.95
PHANTOMFX,SM,220.5,34760460
DYNPRO,EQ,292.25,34636909.2
KENNAMET,EQ,2280,34597596.5
STERTOOLS,EQ,437,34447621
INFIBEAM,EQ,13.95,34421714.85
THERMAX,EQ,2265.55,34420570.45
NETWORK18,EQ,54.85,34329524.2
SHYAMMETL,EQ,289.95,34233424.1
CPSEETF,EQ,40.9,34005670.67
BIRLACORPN,EQ,932.5,33990252.95
BTML,EQ,199,33839733.4
GNA,EQ,847.9,33838326.85
HATHWAY,EQ,13.6,33778680.25
JUBLPHARMA,EQ,303.2,33729649.35
STAR,EQ,313.9,33649280.3
ARIES,EQ,168.7,33628617.55
DHANBANK,EQ,16.2,33624854.6
MIDHANI,EQ,195.1,33554328.2
TRU,EQ,56.5,33415955.6
LINCOLN,EQ,401.9,33167295.35
DLINKINDIA,EQ,253.5,33040769.3
MANINFRA,EQ,79.2,32988470.1
VADILALIND,EQ,2010,32779548.8
SAREGAMA,EQ,319.7,32770692.5
ONMOBILE,EQ,69.2,32550450.15
KESORAMIND,EQ,60.3,32515656.1
INDOCO,EQ,329.95,32381308.85
VOLTAMP,EQ,2791,32345971.05
JOCIL,EQ,180.5,32085786.2
FCL,EQ,243.5,31931341.6
BORORENEW,EQ,444,31931043.45
MOIL,EQ,152.35,31862377.05
GLOBUSSPR,EQ,874.8,31857301.4
NRBBEARING,EQ,144.95,31662713.2
AETHER,EQ,921,31538777.35
SHARDACROP,EQ,461.2,31354706.05
APTUS,EQ,251.9,31274917.95
HARDWYN,EQ,304.8,31189677.75
PONNIERODE,EQ,469,31166205.35
KFINTECH,EQ,294,31055079.45
RUCHIRA,EQ,105.8,30891455.95
TTKPRESTIG,EQ,715.5,30819512.3
EPL,EQ,159.8,30676444.05
AURIONPRO,EQ,335.4,30625044.1
SURANI,SM,75.35,30563600
SCPL,EQ,658,30115521.65
INSPIRISYS,EQ,57.25,29805400.35
JSWISPL,EQ,32.5,29804696.4
RELAXO,EQ,814.85,29739058.35
CHEMCON,EQ,263,29733170.9
MON100,EQ,102.74,29703929.09
HEMIPROP,EQ,90.3,29645330.05
TARC,EQ,46.5,29470852.75
GANESHBE,EQ,173.2,29369316.1
INDOAMIN,EQ,86.55,28974534.7
DIVGIITTS,EQ,670,28639627.7
MAYURUNIQ,EQ,468.4,28532919.25
SCHAND,EQ,216.7,28432547.95
PURVA,EQ,79.3,28369795.6
GREENPLY,EQ,146.95,28313148.8
TDPOWERSYS,EQ,158.45,28221528.25
THYROCARE,EQ,482.25,28036571.2
TEXRAIL,EQ,45.2,27990832.3
BAYERCROP,EQ,4119.25,27984292.35
VINDHYATEL,EQ,1730,27845808.7
GICRE,EQ,144.1,27702009.5
SUULD,EQ,14.25,27637379.45
BBTC,EQ,882.2,27635503.65
AKZOINDIA,EQ,2308.7,27610569
SHOPERSTOP,EQ,596.1,27590643.35
FAIRCHEMOR,EQ,1066,27558509.65
TATAMETALI,EQ,770.5,27484830.6
ASIANHOTNR,BE,172,27444523.8
MPSLTD,EQ,913.9,27337684.15
WESTLIFE,EQ,702,27204361
JINDALPOLY,EQ,574.4,27068496.5
UNIPARTS,EQ,514.5,26677392.25
GENUSPOWER,EQ,86.6,26662496.4
OSIAHYPER,EQ,32.65,26650066.95
HUHTAMAKI,EQ,212,26606058.9
SETFNIFBK,EQ,421.8,26568445.42
ABSLAMC,EQ,336.65,26551325.6
SANGHIIND,EQ,68.5,26514698.25
TRACXN,EQ,70.15,26482085.5
LINC,EQ,590,26347567.7
MUTHOOTCAP,EQ,270.3,26284261.3
CARTRADE,EQ,395.3,26230103.4
ICICISILVE,EQ,77.31,26187713.63
TCIEXP,EQ,1530,26114194.15
EMIL,EQ,72.95,26100374.8
HNDFDS,EQ,600,26007657.65
TMB,EQ,407.5,25884942.2
BRIGADE,EQ,481.7,25731589.65
VISHNU,EQ,287.2,25594943.35
PCJEWELLER,EQ,26,25443136.05
MARINE,EQ,40.85,25386601.8
CONTROLPR,EQ,548,25374074.8
JASH,EQ,833.5,25329462.95
AVADHSUGAR,EQ,470,25179969.7
OPTIEMUS,EQ,199,25120262.4
VTL,EQ,306.75,25011328.25
BAJAJCON,EQ,157,24773546.4
CHEMFAB,EQ,295,24665832.05
VGUARD,EQ,256.15,24663369.15
ARIHANTSUP,EQ,218.2,24577902.6
ROHLTD,EQ,268.95,24422495.3
RTNINDIA,EQ,38.3,24332976.6
MID150BEES,EQ,119.3,24325660.44
CAMLINFINE,EQ,152.4,24309939.25
ANDHRSUGAR,EQ,116.35,24266404.35
JINDRILL,EQ,305,24245030.5
GMBREW,EQ,596.5,24190800.45
LAMBODHARA,EQ,166.1,23847886
PUNJABCHEM,EQ,834,23784132.3
BPL,EQ,61.25,23679545
GATI,EQ,116.75,23576633.4
RKEC,EQ,67.2,23510045.7
TI,EQ,117,23481080.15
RICOAUTO,EQ,71.25,23414455.4
ASTRAZEN,EQ,3200,23130459.6
KIMS,EQ,1485.75,23052717.2
CHALET,EQ,361.55,23020103.1
AVANTIFEED,EQ,361,22942798.7
63MOONS,EQ,172,22941476.75
SKFINDIA,EQ,4269,22760379.6
KIRLOSIND,EQ,2790,22701871.2
TVTODAY,EQ,194.5,22649221.5
DREDGECORP,EQ,304.05,22599524.75
DCW,EQ,45.85,22574572.95
POKARNA,EQ,295.75,22511427.15
DATAMATICS,EQ,302.75,22430503.55
MARATHON,EQ,299,22409635.75
CARYSIL,EQ,599.25,22359487.5
KSCL,EQ,512.05,22301765
UTTAMSUGAR,EQ,257.4,22162805.3
NESCO,EQ,538.4,22124600.9
TIRUMALCHM,EQ,182.5,22081400.3
RALLIS,EQ,204.25,21893323
SFL,EQ,1064.7,21883066.05
GSS,EQ,214,21510817.9
BFINVEST,EQ,437.2,21265779.85
BCLIND,EQ,433,21199883.95
GODREJAGRO,EQ,435.9,21085113.7
SAPPHIRE,EQ,1192,21077040
VAIBHAVGBL,EQ,306.8,21060071.6
LUXIND,EQ,1214,21054162.6
GABRIEL,EQ,145.1,21052983.55
HOMEFIRST,EQ,717,20994071.05
TCPLPACK,EQ,1463,20971210.5
ICEMAKE,EQ,340,20935607.85
SAH,EQ,74.8,20917460.75
KSHITIJPOL,EQ,19.95,20886107.8
CAPACITE,EQ,130.6,20721999.2
BAJAJHCARE,EQ,331.05,20721505.65
LAXMIMACH,EQ,10851,20697360
ADORWELD,EQ,983.9,20631512
NAVNETEDUL,EQ,106.7,20592049.15
JYOTHYLAB,EQ,194.5,20540244.2
SUVEN,EQ,56.05,20418155.55
EVEREADY,EQ,304.05,20311289.15
GILLETTE,EQ,4390,20261619.85
KINGFA,EQ,1525,20130096.4
SCHNEIDER,EQ,162,20102763.85
TEAMLEASE,EQ,2199,20075108.2
PGHL,EQ,4872,20071292.05
ACCELYA,EQ,1335.3,20044553.2
SHALBY,EQ,148.5,19948644.45
SPECIALITY,EQ,212.5,19896523.05
GRMOVER,EQ,192.45,19864554.2
MANALIPETC,EQ,68.3,19827770.7
JWL,EQ,97.8,19778997.9
ABINFRA,SM,32.3,19767600
SHAKTIPUMP,EQ,434.8,19681370.95
XPROINDIA,EQ,669.05,19623752.95
SUPRAJIT,EQ,350.2,19577113.85
MHLXMIRU,EQ,298.05,19428938.7
AHL,EQ,222.75,19405966.15
UNIVCABLES,EQ,399,19405899.35
ZYDUSWELL,EQ,1544,19383937.1
FOSECOIND,EQ,2430,19369186.95
UNITEDPOLY,EQ,103.2,19142223.5
SATIA,EQ,115.5,19141560.4
HESTERBIO,EQ,1814,19115944.9
FCONSUMER,EQ,0.85,19106634.1
CARERATING,EQ,654,18955752.25
AUTOAXLES,EQ,2449.95,18910515.2
NAVKARCORP,EQ,54.7,18910042.5
MINDSPACE,RR,317.03,18672370.63
ALBERTDAVD,EQ,571.25,18622569
HINDCON,EQ,94,18613590.1
SKYGOLD,EQ,338,18564647.65
VARDMNPOLY,EQ,37.4,18545244.2
PITTIENG,EQ,304.5,18377025.35
SANGHVIMOV,EQ,377,18294126.95
PARAGMILK,EQ,82.7,18245063
SUDARSCHEM,EQ,417.85,18226150.55
MANGCHEFER,EQ,102.05,18041672.6
HUBTOWN,EQ,37.95,17990517.95
BAJAJELEC,EQ,1046.5,17979557.1
EXPLEOSOL,EQ,1345,17867216.55
MAITHANALL,EQ,850,17786175.85
LAOPALA,EQ,362,17697468.15
360ONE,EQ,427,17644132.7
SERVOTECH,BE,50,17632802.55
CANTABIL,EQ,878,17579436.15
HINDWAREAP,EQ,372.55,17537214.7
MANAKSIA,EQ,126.5,17358413.4
RAJRATAN,EQ,775.6,17284841.05
SARDAEN,EQ,1149.6,17231731.6
DCXINDIA,EQ,171.45,17170472.45
HERANBA,EQ,329.9,17157041.8
VIPCLOTHNG,EQ,44.3,17142911.05
MASFIN,EQ,718,17012645.9
IRBINVIT,IV,70.41,16988035.6
DALMIASUG,EQ,355,16985585.1
SATIN,EQ,143,16900105.4
MAHLIFE,EQ,366.35,16853252.9
THOMASCOOK,EQ,63.65,16815697.05
JINDWORLD,EQ,349,16738002.1
MOTILALOFS,EQ,635,16721135.7
ASHIANA,EQ,173.6,16612607.65
NELCAST,EQ,93.55,16431229.9
BEPL,EQ,104.85,16327359.1
NIACL,EQ,102.2,16280715.25
HONDAPOWER,EQ,2149.2,16267156.2
CHEMBOND,EQ,288,16170961.95
HCG,EQ,267.65,16167422.8
ARVINDFASN,EQ,284,16096634.25
HERITGFOOD,EQ,166.5,16078721.95
TARSONS,EQ,571.05,15972375.7
APCOTEXIND,EQ,518,15969858.9
ICICINXT50,EQ,39.79,15941816.55
VAISHALI,EQ,144.45,15941547.35
ISGEC,EQ,477.4,15833375.35
SVPGLOB,EQ,9,15679697.1
MAFANG,EQ,48.8,15619627.57
ISMTLTD,EQ,70.2,15604199.6
BIGBLOC,EQ,131.8,15576483.1
ICICINIFTY,EQ,193.69,15481495.67
IPL,EQ,216.6,15481043
SPICEJET,EQ,32.05,15478259.45
KOHINOOR,EQ,30,15410671.45
SGBD29VIII,GB,5640.4,15392152.03
INOXGREEN,EQ,38.75,15361829.85
THEMISMED,EQ,1340,15316045.25
SSWL,EQ,160.05,15264672.15
MSTCLTD,EQ,268,15261981.9
GREENPOWER,EQ,9.1,15207655.8
MONTECARLO,EQ,669,15001627.85
GATEWAY,EQ,63.8,15000578.7
BODALCHEM,EQ,65.3,14981787
PATELENG,EQ,14.75,14807919.7
ORIENTCEM,EQ,120.1,14801539.2
RANASUG,EQ,23.5,14740975.5
ELECTCAST,EQ,34.2,14723084.15
USK,BE,31.15,14662247.55
GENCON,EQ,58.25,14657602.95
HGS,EQ,1062.25,14652628.25
PRUDENT,EQ,823,14631459.15
IMFA,EQ,283,14590681.7
VIMTALABS,EQ,355,14584606.9
SHRIRAMPPS,EQ,66.15,14494115.9
AXISCADES,EQ,307.1,14481285.15
NAGAFERT,EQ,11.8,14480814.7
IMAGICAA,EQ,44.5,14455247.7
VENUSREM,EQ,196,14376383.45
GULPOLY,EQ,258.4,14361837.7
SANSERA,EQ,723,14334129.45
KHFM,SM,37.5,14326340
PRIVISCL,EQ,1095,14262012
STYRENIX,EQ,797.05,14229327.05
SWARAJENG,EQ,1553,14197458.6
GOKULAGRO,EQ,114,14186483.95
RUPA,EQ,224.4,14132333.95
JTEKTINDIA,EQ,103,14070083.35
TATASTLLP,EQ,656,14063562.65
INFOBEAN,EQ,481.95,14056815.35
MMTC,EQ,30.2,14055297.15
GARFIBRES,EQ,2900,14034003.35
LUMAXIND,EQ,1885,13950234.8
SRPL,EQ,51.1,13937451.45
MOLDTKPAC,EQ,937.9,13908490.4
FOODSIN,EQ,132.05,13898783.35
GICHSGFIN,EQ,163.6,13862540.15
ARTEMISMED,EQ,72.95,13845238.1
FMGOETZE,EQ,307.1,13781578.45
AGSTRA,EQ,50.5,13674131.1
RBA,EQ,94.15,13669000.4
HIL,EQ,2686,13664485.5
DCMSHRIRAM,EQ,845.1,13652002.05
AGROPHOS,EQ,37.7,13641797.9
EXCELINDUS,EQ,874.8,13636847.55
IFGLEXPOR,EQ,241,13595625.3
PRECWIRE,EQ,71.25,13464122.4
BSHSL,BE,376.8,13382325.25
ZUARI,EQ,133.45,13320378.75
SPLPETRO,EQ,372,13308893.45
DCMNVL,EQ,165,13212311.8
ROTO,EQ,587.15,13210350.95
POLYMED,EQ,932,13077908.6
BALMLAWRIE,EQ,113,13062395.2
SHREYAS,EQ,295,13010693.55
PRSMJOHNSN,EQ,114,12897292.5
INOXWIND,EQ,97,12868765.65
KKCL,EQ,418.5,12863169.8
VSTTILLERS,EQ,2470,12685480.05
URJA,EQ,8.1,12678597.25
SAGCEM,EQ,195.65,12654089.95
COSMOFIRST,EQ,620,12637685.25
ICICIB22,EQ,60.1,12565913.43
ARVSMART,EQ,302.7,12555065.7
ANUP,EQ,1048.9,12481416.6
KOTAKBKETF,EQ,426.1,12477438.71
MIRZAINT,BE,33.4,12462794.25
AARTISURF,EQ,580.9,12430417.05
DEEPINDS,EQ,143.8,12390726.9
DOLLAR,EQ,360,12353932.05
MAWANASUG,EQ,91.1,12335364.4
SOMATEX,BE,28.7,12307935.6
STARCEMENT,EQ,114.9,12204553.4
HPAL,EQ,367.5,12156862.1
HDFCSILVER,EQ,74.75,12138003.36
HLEGLAS,EQ,522.4,12089244.95
HIMATSEIDE,EQ,77.8,12074121.55
MTNL,EQ,19,12072919.55
SMLT,EQ,172,12024623.8
VARROC,EQ,264,12018538.2
AJMERA,EQ,302,12004240.8
SGIL,EQ,123.95,11888390.6
ALICON,EQ,790.3,11857616.45
CENTENKA,EQ,362,11809282.7
GET&D,EQ,136.6,11716574.05
SASKEN,EQ,806,11683413.4
GTPL,EQ,112,11662187.85
NACLIND,EQ,87,11638954.95
NURECA,EQ,340.95,11634468.8
RAMRAT,EQ,197,11611015.5
MUKANDLTD,EQ,136.3,11558773.2
SUNTECK,EQ,296.5,11409172.65
GOCOLORS,EQ,1010,11384670.55
TCI,EQ,614.75,11349662.2
SMLISUZU,EQ,879.4,11339420.15
DPABHUSHAN,EQ,324.5,11313780.5
BANCOINDIA,EQ,225,11224582.95
MONARCH,EQ,220.1,11173561.5
MAHLOG,EQ,375.9,11084921.05
TIPSINDLTD,EQ,1670.25,10900492.3
JKIL,EQ,253.5,10862881.15
BANSWRAS,EQ,133.1,10843813.55
ADSL,EQ,84.2,10824521.2
KSOLVES,EQ,512.55,10763929.7
SHANTIGEAR,EQ,374.5,10741938.25
ITI,EQ,91.4,10733162.2
SALZERELEC,EQ,287.6,10730989.7
ZODIAC,EQ,116.05,10729068.35
GANECOS,EQ,938,10724426.25
KHAICHEM,EQ,76.5,10702857.1
RPGLIFE,EQ,749,10652519.6
ICICILOVOL,EQ,142.18,10642194
GOLDIAM,EQ,140.45,10625530.3
SETFNN50,EQ,404.14,10606248.38
PIXTRANS,EQ,805,10582864.05
QUICKHEAL,EQ,150.75,10467391.35
OBCL,EQ,63.4,10466821.75
DEN,EQ,29,10459456.7
GANESHHOUC,EQ,334,10392468.1
VASCONEQ,EQ,28.25,10390017.65
INTLCONV,EQ,55.75,10387605.65
OMAXE,EQ,52.85,10353987.65
PRAKASH,EQ,52.25,10293760.1
MEGASOFT,EQ,31.5,10237693.65
ONEPOINT,EQ,18.6,10207987
MANORAMA,EQ,1048.8,10180129.65
SHREDIGCEM,EQ,66.8,10146253
SKMEGGPROD,EQ,140.25,10140245.85
FINOPB,EQ,210.15,10118005.75
STARPAPER,EQ,163,10095500.4
JAGRAN,EQ,71.65,10088130.45
KMSUGAR,EQ,28.25,10087187.95
ARROWGREEN,EQ,277.8,10085329
KRITINUT,EQ,47.25,10061400.6
GALLANTT,EQ,64.2,10010414.15
TVSSRICHAK,EQ,2745.9,9996933.1
SETFGOLD,EQ,53.3,9944129.45
RADIANTCMS,EQ,97.85,9902535.7
CYBERTECH,EQ,121,9899540.15
AWHCL,EQ,263.05,9860742.15
ELIN,EQ,134.9,9660596.95
MMP,EQ,147,9632420.15
LANCER,EQ,163.75,9590859.7
VIDHIING,EQ,370.9,9570262.6
PRIMESECU,EQ,113.6,9544666.75
HDFCMFGETF,EQ,53.44,9530952.56
RAMCOIND,EQ,131.45,9516577.15
ADVENZYMES,EQ,261.6,9505841.65
JETFREIGHT,EQ,12.2,9487739.25
BOROLTD,EQ,373,9463143.85
INNOVANA,SM,304.9,9388500
DBCORP,EQ,105.1,9377234.75
MAFSETF,EQ,19.01,9324360.8
AMRUTANJAN,EQ,598,9299094.55
TATVA,EQ,1649.95,9297111.4
RPSGVENT,EQ,380.95,9072028.4
SHAILY,EQ,1053.8,9051867.35
AMBIKCO,EQ,1538,8996960.55
NCLIND,EQ,181,8930038
KDDL,EQ,1089.95,8903621.4
HDFCNIFETF,EQ,194,8876258.04
PANAMAPET,EQ,300.55,8854810.4
AVTNPL,EQ,85,8803609.65
RAJMET,EQ,11.6,8780499.05
GRWRHITECH,EQ,550,8774610.5
TIDEWATER,EQ,866,8685216.9
RAMCOSYS,EQ,219.05,8649172.95
ANDREWYU,EQ,21.5,8642826.25
PARACABLES,EQ,35.2,8622191
DPWIRES,EQ,405.9,8564509.8
ORIENTBELL,EQ,551.1,8562154
RESPONIND,EQ,132.45,8548418.7
TFCILTD,EQ,72.5,8517662.8
FDC,EQ,268,8487642.15
MALLCOM,EQ,815,8451801.8
TNPETRO,EQ,77,8433034.95
HITECH,EQ,77,8424954.2
AGARIND,EQ,600,8373164.55
DONEAR,EQ,88,8301532
HOMESFY,SM,533,8296620
KRISHANA,EQ,485,8294738.5
AUTOBEES,EQ,130.16,8252160.1
REPCOHOME,EQ,189.05,8250857
BUTTERFLY,EQ,1185.8,8250539.15
NIRMAN,ST,64.35,8236080
SAKUMA,EQ,11.75,8232449.9
PDMJEPAPER,EQ,40.25,8132881.2
FILATEX,EQ,37.85,8126195.2
SELAN,EQ,265.8,8088685.25
ANNAPURNA,SM,216,8067450
ZUARIIND,EQ,123.6,7997200.75
SBIETFIT,EQ,295.8,7953476.72
INDBANK,EQ,26.45,7912383.25
SAKHTISUG,EQ,23.45,7909917.95
STYLAMIND,EQ,1040.05,7896967.75
HEIDELBERG,EQ,169.2,7863855
GENESYS,EQ,320,7852346.5
EBBETF0430,EQ,1262.98,7741483.65
DCMSRIND,EQ,69,7714949.05
SKIPPER,EQ,103,7713341.05
MANGALAM,EQ,120,7701798.25
MEDICAMEQ,EQ,723,7661471
NGLFINE,EQ,1330.1,7584699.55
RTNPOWER,EQ,3.35,7558552.9
VISHWARAJ,EQ,15.5,7536266.95
FAZE3Q,EQ,335.85,7522232.45
VELS,SM,105.75,7448580
LIBERTSHOE,EQ,222.2,7447359.35
JAYAGROGN,EQ,171,7399657.2
ATFL,EQ,833,7377088.95
ZEEMEDIA,EQ,8.9,7322326.4
JYOTISTRUC,BZ,7.1,7279581.95
TIRUPATIFL,EQ,10.4,7260398.85
ONWARDTEC,EQ,332.2,7250187.7
SILVER,EQ,77.33,7226567.71
MAGADSUGAR,EQ,357.7,7226535.3
GILT5YBEES,EQ,51.73,7224221.45
3IINFOLTD,EQ,33,7169043.95
IFBAGRO,EQ,483.2,7168467.7
INSECTICID,EQ,507,7168028.45
DIAMONDYD,EQ,725.6,7116518.95
RSWM,EQ,170.15,7094183.35
ASIANTILES,EQ,40.65,7033898.2
SPORTKING,EQ,664.7,7028440.85
SHANKARA,EQ,633.9,7016526.65
EXXARO,EQ,114.6,7014291
PNBGILTS,EQ,59.1,6936434.8
LATTEYS,SM,25.7,6920000
IIFLSEC,EQ,54,6908343.8
GEEKAYWIRE,EQ,158,6888752.9
DANGEE,EQ,14.75,6881746.45
VIKASECO,EQ,2.75,6812182.25
EMUDHRA,EQ,241.9,6808099.85
HILTON,BE,118.95,6795923.8
RGL,EQ,87,6787125.4
ESTER,EQ,104.8,6682016.25
MACPOWER,EQ,309,6673338.25
SYSTANGO,SM,187.05,6647920
BIRLACABLE,EQ,131.1,6634211.5
PRECAM,EQ,107,6599416
SGBAUG28V,GB,5750,6595052.57
PDSL,EQ,349.7,6591051.35
MKPL,SM,748.1,6574230
KOTAKNIFTY,EQ,189.72,6512656.39
EROSMEDIA,EQ,25.15,6499675.55
SATINDLTD,EQ,60.7,6473592.9
TALBROAUTO,EQ,448.2,6376340.8
ICICIGOLD,EQ,53.28,6347054.78
VESUVIUS,EQ,1700,6307122.55
SPANDANA,EQ,560.1,6293547.9
DOLATALGO,EQ,48,6287669.4
MGEL,EQ,20.2,6281663.95
MANGLMCEM,EQ,283.85,6264236.2
ADFFOODS,EQ,725.55,6245409.4
MANINDS,EQ,92.3,6243442.75
GTLINFRA,EQ,0.85,6239662.2
MAHESHWARI,EQ,87.8,6231507.65
EIHAHOTELS,EQ,449.5,6218753.3
GEPIL,EQ,114.8,6181974.4
SARVESHWAR,EQ,77,6179437.4
VISAKAIND,EQ,376,6061252.2
WENDT,EQ,8520.25,6047030.55
ELECTHERM,EQ,62.5,6041468.75
KAMATHOTEL,EQ,131.05,6039618.7
SJS,EQ,403.8,6039263.35
SHARDAMOTR,EQ,630,6033691.3
BALAXI,EQ,545,6027312.45
EVERESTIND,EQ,755,5922403.55
ASAL,EQ,319,5918409.8
NTPC,N7,10.36,5916947.48
VLSFINANCE,EQ,158,5912570.25
UNIDT,EQ,227.15,5905714.6
DBOL,EQ,150.8,5896204.45
SECURKLOUD,EQ,32.75,5860882.15
RUSTOMJEE,EQ,455,5848401.25
INDTERRAIN,EQ,51.85,5846652.55
BIRET,RR,275.49,5838528.79
TCNSBRANDS,EQ,460,5825684.5
MCL,EQ,32.1,5818853.65
JAGSNPHARM,EQ,354,5813690.85
DHARMAJ,EQ,164,5809068
ALEMBICLTD,EQ,61.35,5783258.65
VIVIANA,SM,109,5782000
INDOSTAR,BE,132,5777837.1
TOUCHWOOD,EQ,206.7,5776736.55
HATSUN,EQ,839.1,5755214.2
KCPSUGIND,EQ,25.35,5703033.5
SHERA,SM,73.75,5668700
IGPL,EQ,470,5579598.65
BANARISUG,EQ,2939.95,5576927.55
MASPTOP50,EQ,28.18,5565884.13
GVKPIL,EQ,2.8,5553680.7
MCON,SM,84.5,5477850
AXISILVER,EQ,77.61,5474607.34
EMAMILTD,BO,363.5,5469948
EMAMIPAP,EQ,119.2,5447506.35
SGBNV29VII,GB,5665,5446883.14
SUBROS,EQ,299.55,5443716.45
NHIT,N2,305.2,5440503.2
VSTIND,EQ,3279.75,5387403.25
NAHARSPING,EQ,263.2,5363154.45
ROSSELLIND,EQ,256,5360022.2
HEUBACHIND,EQ,316.3,5339412.35
APEX,EQ,199.7,5331387.35
738GS2027,GS,103.9,5255726.75
667GS2050,GS,94.35,5216322.7
KOTAKGOLD,EQ,52.16,5203376.87
AVROIND,EQ,122,5190077.55
HPL,EQ,87.5,5174971.65
UFO,EQ,70,5169701.05
706GS2028,GS,100.05,5164499.05
SOTL,EQ,266,5162294.65
BGRENERGY,EQ,51.4,5146845.6
RELCAPITAL,BE,9.35,5141225.7
JPOLYINVST,EQ,560.4,5128862.6
KITEX,EQ,146,5075133.85
SGBMAR31IV,GB,5770,5045073.61
DODLA,EQ,470.85,4999185.25
NDL,EQ,22,4998033.45
ITDC,EQ,315.6,4989667
USASEEDS,SM,521,4987920
PENINLAND,EQ,15.5,4938439.7
GOODYEAR,EQ,1075.8,4926524.7
FCSSOFT,EQ,2.2,4884678.05
GMRP&UI,EQ,16.25,4878571.8
DSSL,EQ,370,4854491.1
JSLL,SM,300,4848300
MAANALU,EQ,196,4846357.55
TECHNOE,EQ,339,4829568.15
PRITI,EQ,168.9,4825134
TRIGYN,EQ,94.6,4818020.65
NRL,EQ,116.8,4815545.4
IWEL,EQ,1000,4807728.85
TEMBO,EQ,192.85,4803970.6
IGARASHI,EQ,379,4787624.55
SHK,EQ,104.5,4784541.95
DYCL,EQ,176.8,4782099
SKP,SM,190,4749450
ICICIALPLV,EQ,173.9,4728070.04
SILVERTUC,EQ,354.5,4708351.65
OSWALSEEDS,EQ,376.2,4707740.9
SGBMAY29I,GB,5645.01,4660965.18
MARSHALL,BE,53,4658948
SIMPLEXINF,EQ,38,4622778.55
VERANDA,EQ,194.85,4603446.55
ADROITINFO,EQ,24.2,4564285.45
KOTAKIT,EQ,29.38,4545099.76
TAKE,EQ,16.5,4535308
SALSTEEL,EQ,17.4,4521739.55
MINDTECK,EQ,126,4510550.65
RML,EQ,438.2,4490536.6
MAHSCOOTER,EQ,4465.05,4482275.3
CENTRUM,EQ,18.35,4482254
SELMC,BE,163.9,4476272.9
PANACEABIO,EQ,120.6,4470877.3
DUCON,EQ,6.95,4451821.9
BLISSGVS,EQ,74.15,4450548.95
KOKUYOCMLN,EQ,73,4421954.25
ALKALI,EQ,109,4348009.9
KOTAKPSUBK,EQ,378.58,4285093.9
SUTLEJTEX,EQ,45,4282813.9
AYMSYNTEX,EQ,71.8,4272308.3
RUBYMILLS,EQ,187.25,4250093.1
THEJO,SM,1497,4237327.5
ICICIBANKP,EQ,210.8,4219364.74
MBAPL,EQ,601.5,4208266.75
KELLTONTEC,EQ,53.5,4179644.3
XCHANGING,EQ,58,4161859.2
SMARTLINK,EQ,156,4125870.5
SGBMAY26,GB,6070,4123601.9
MIRCELECTR,EQ,13.8,4114104.55
SYNCOMF,EQ,6.45,4107075.15
OAL,EQ,390,4101835.85
KUANTUM,EQ,138.2,4101613.75
GULFOILLUB,EQ,418.7,4098937.75
EBBETF0425,EQ,1120.22,4086606.57
SPECTRUM,SM,409,4085000
ALPA,EQ,60.3,4062600.65
DCM,EQ,72.2,4062541.4
ANMOL,EQ,206,4052870.5
PRAKASHSTL,EQ,4.6,4041972.7
VARDHACRLC,EQ,49.35,4029572.7
GEOJITFSL,EQ,42.55,4028528.6
MENONBE,EQ,103.3,4013367.3
JSWHL,EQ,4101,3986094.8
ICICIM150,EQ,118.99,3978191.69
DIGISPICE,EQ,20,3966974.1
NAHARPOLY,EQ,240,3955243.55
EMAMIREAL,EQ,72.45,3934954.9
EBBETF0433,EQ,1027.97,3934714.27
SHALPAINTS,EQ,148.55,3885649.55
ICRA,EQ,4700,3865783.75
KBCGLOBAL,BE,2.25,3861299.25
IRFC,NJ,1151,3846296.2
SADBHAV,EQ,10.05,3807328.7
NECLIFE,EQ,17.55,3806250.4
SBGLP,EQ,183,3777364.1
IIHFL,N5,990.01,3766208.85
INDNIPPON,EQ,363,3761514.9
ASALCBR,EQ,372.05,3759692.05
HIRECT,EQ,208.5,3749116.85
SHREEPUSHK,EQ,166.7,3734510.45
GOLDTECH,EQ,60.3,3717960.15
GPTINFRA,EQ,46.1,3714742.5
YAARI,EQ,14.25,3709904.55
INDRAMEDCO,BE,83,3697167.25
